 ,Label,Area,Mean,Min,Max,X,Y,Slice
554,Snapshots qualité:20150203_054956_bbd2_00408ca694a0_c,0,179,179,179,1041.210,572.665,585
555,Snapshots qualité:20150203_054956_bbd2_00408ca694a0_c,0,166,166,166,1058.563,710.473,585
556,Snapshots qualité:20150203_114955_8483_00408ca694a0_c,0,200,200,200,663.516,997.316,586
557,Snapshots qualité:20150203_114955_8483_00408ca694a0_c,0,138,138,138,1037.127,829.905,586
558,Snapshots qualité:20150203_174954_acd9_00408ca694a0_c,0,160,160,160,920.756,653.308,587
559,Snapshots qualité:20150205_114949_90b2_00408ca694a0_c,0,227,227,227,1022.836,722.722,588
560,Snapshots qualité:20150205_234947_86c1_00408ca694a0_c,0,165,165,165,1063.667,481.815,589
561,Snapshots qualité:20150205_234947_86c1_00408ca694a0_c,0,193,193,193,872.779,796.219,589
562,Snapshots qualité:20150205_234947_86c1_00408ca694a0_c,0,117,117,117,808.469,556.333,589
563,Snapshots qualité:20150206_054946_a831_00408ca694a0_c,0,198,198,198,1157.580,646.163,590
564,Snapshots qualité:20150206_054946_a831_00408ca694a0_c,0,156,156,156,1078.979,672.703,590
565,Snapshots qualité:20150206_054946_a831_00408ca694a0_c,0,215,215,215,957.505,747.221,590
566,Snapshots qualité:20150206_054946_a831_00408ca694a0_c,0,120,120,120,754.367,1067.750,590
567,Snapshots qualité:20150206_114946_b24a_00408ca694a0_c,0,146,146,146,1044.272,548.166,591
568,Snapshots qualité:20150206_114946_b24a_00408ca694a0_c,0,158,158,158,807.448,804.386,591
569,Snapshots qualité:20150206_234944_acd9_00408ca694a0_c,0,203,203,203,1038.147,559.395,593
570,Snapshots qualité:20150207_054943_9cff_00408ca694a0_c,0,126,126,126,1042.231,564.499,594
571,Snapshots qualité:20150207_114943_bf19_00408ca694a0_c,0,191,191,191,922.798,743.138,595
572,Snapshots qualité:20150207_114943_bf19_00408ca694a0_c,0,120,120,120,800.302,681.890,595
573,Snapshots qualité:20150208_114938_ba10_00408ca694a0_c,0,143,143,143,926.881,739.055,596
574,Snapshots qualité:20150208_234937_8e1c_00408ca694a0_c,0,137,137,137,810.510,835.009,597
575,Snapshots qualité:20150209_054936_b50c_00408ca694a0_c,0,140,140,140,821.739,784.991,598
576,Snapshots qualité:20150209_174935_a429_00408ca694a0_c,0,155,155,155,816.635,795.198,599
577,Snapshots qualité:20150209_174935_a429_00408ca694a0_c,0,170,170,170,1218.828,451.191,599
578,Snapshots qualité:20150209_174935_a429_00408ca694a0_c,0,124,124,124,1492.401,801.323,599
579,Snapshots qualité:20150209_234933_9303_00408ca694a0_c,0,155,155,155,1048.355,820.718,600
580,Snapshots qualité:20150210_174931_abe2_00408ca694a0_c,0,117,117,117,788.053,822.760,603
581,Snapshots qualité:20150211_054930_ba10_00408ca694a0_c,0,233,233,233,795.198,759.471,605
582,Snapshots qualité:20150211_054930_ba10_00408ca694a0_c,0,208,208,208,1029.981,613.497,605
583,Snapshots qualité:20150211_114928_9cff_00408ca694a0_c,0,118,118,118,636.975,1002.420,606
584,Snapshots qualité:20150211_174927_bbd2_00408ca694a0_c,0,103,103,103,787.032,826.843,607
585,Snapshots qualité:20150211_174927_bbd2_00408ca694a0_c,0,141,141,141,1057.542,608.393,607
586,Snapshots qualité:20150211_234927_a7c0_00408ca694a0_c,0,207,207,207,842.155,771.720,608
587,Snapshots qualité:20150211_234927_a7c0_00408ca694a0_c,0,182,182,182,1054.480,522.646,608
588,Snapshots qualité:20150211_234927_a7c0_00408ca694a0_c,0,90,90,90,765.595,1050.397,608
589,Snapshots qualité:20150213_114923_850c_00408ca694a0_c,0,188,188,188,838.072,778.866,609
590,Snapshots qualité:20150213_174922_ba10_00408ca694a0_c,0,155,155,155,999.357,872.779,610
591,Snapshots qualité:20150214_234917_bbd2_00408ca694a0_c,0,124,124,124,795.198,823.781,612
592,Snapshots qualité:20150215_054916_acd9_00408ca694a0_c,0,130,130,130,1084.083,856.446,613
593,Snapshots qualité:20150215_114915_9cff_00408ca694a0_c,0,160,160,160,874.820,818.677,614
594,Snapshots qualité:20150215_234914_a831_00408ca694a0_c,0,130,130,130,978.941,870.737,616
595,Snapshots qualité:20150216_054913_88dd_00408ca694a0_c,0,143,143,143,1123.894,824.802,617
596,Snapshots qualité:20150216_054913_88dd_00408ca694a0_c,0,177,177,177,666.578,889.112,617
597,Snapshots qualité:20150216_054913_88dd_00408ca694a0_c,0,149,149,149,819.698,796.219,617
598,Snapshots qualité:20150216_114912_9036_00408ca694a0_c,0,168,168,168,870.737,808.469,618
599,Snapshots qualité:20150216_114912_9036_00408ca694a0_c,0,149,149,149,1114.707,701.285,618
600,Snapshots qualité:20150216_174911_b24a_00408ca694a0_c,0,131,131,131,1062.646,600.227,619
601,Snapshots qualité:20150216_174911_b24a_00408ca694a0_c,0,189,189,189,957.505,746.200,619
602,Snapshots qualité:20150216_174911_b24a_00408ca694a0_c,0,182,182,182,1116.749,695.161,619
603,Snapshots qualité:20150216_234911_bb7c_00408ca694a0_c,0,151,151,151,1049.376,587.977,620
604,Snapshots qualité:20150216_234911_bb7c_00408ca694a0_c,0,156,156,156,1120.832,701.285,620
605,Snapshots qualité:20150216_234911_bb7c_00408ca694a0_c,0,193,193,193,573.686,928.922,620
606,Snapshots qualité:20150217_054909_8f0c_00408ca694a0_c,0,128,128,128,1060.605,647.183,621
607,Snapshots qualité:20150217_054909_8f0c_00408ca694a0_c,0,163,163,163,873.800,769.679,621
608,Snapshots qualité:20150217_054909_8f0c_00408ca694a0_c,0,145,145,145,637.996,1010.586,621
609,Snapshots qualité:20150217_114908_8f87_00408ca694a0_c,0,95,95,95,815.614,788.053,622
610,Snapshots qualité:20150217_174908_bf19_00408ca694a0_c,0,130,130,130,815.614,788.053,623
611,Snapshots qualité:20150217_174908_bf19_00408ca694a0_c,0,152,152,152,703.327,761.512,623
612,Snapshots qualité:20150217_174908_bf19_00408ca694a0_c,0,125,125,125,646.163,963.630,623
613,Snapshots qualité:20150217_234907_8e1c_00408ca694a0_c,0,166,166,166,877.883,817.656,624
614,Snapshots qualité:20150218_054906_acd9_00408ca694a0_c,0,173,173,173,881.966,795.198,625
615,Snapshots qualité:20150218_054906_acd9_00408ca694a0_c,0,80,80,80,1064.688,416.484,625
616,Snapshots qualité:20150218_114906_b24a_00408ca694a0_c,0,188,188,188,765.595,750.284,626
617,Snapshots qualité:20150218_114906_b24a_00408ca694a0_c,0,103,103,103,756.408,1000.378,626
618,Snapshots qualité:20150218_174905_ba10_00408ca694a0_c,0,111,111,111,430.775,700.265,627
619,Snapshots qualité:20150218_174905_ba10_00408ca694a0_c,0,135,135,135,1091.229,622.684,627
620,Snapshots qualité:20150218_234904_9cf9_00408ca694a0_c,0,92,92,92,1141.248,590.019,628
621,Snapshots qualité:20150219_054902_ba10_00408ca694a0_c,0,163,163,163,1073.875,560.416,629
622,Snapshots qualité:20150219_174901_bbd2_00408ca694a0_c,0,174,174,174,1041.210,494.064,630
623,Snapshots qualité:20150219_174901_bbd2_00408ca694a0_c,0,145,145,145,1040.189,612.476,630
624,Snapshots qualité:20150219_174901_bbd2_00408ca694a0_c,0,154,154,154,961.588,762.533,630
625,Snapshots qualité:20150219_174901_bbd2_00408ca694a0_c,0,159,159,159,846.238,783.970,630
626,Snapshots qualité:20150219_174901_bbd2_00408ca694a0_c,0,109,109,109,773.762,1046.314,630
627,Snapshots qualité:20150220_114859_ba10_00408ca694a0_c,0,139,139,139,1051.418,595.123,631
628,Snapshots qualité:20150220_114859_ba10_00408ca694a0_c,0,139,139,139,1051.418,595.123,631
629,Snapshots qualité:20150220_114859_ba10_00408ca694a0_c,0,89,89,89,767.637,1059.584,631
630,Snapshots qualité:20150221_054855_b50c_00408ca694a0_c,0,192,192,192,951.380,755.388,634
631,Snapshots qualité:20150221_054855_b50c_00408ca694a0_c,0,163,163,163,1051.418,820.718,634
632,Snapshots qualité:20150221_054855_b50c_00408ca694a0_c,0,145,145,145,712.514,1017.732,634
633,Snapshots qualité:20150221_054855_b50c_00408ca694a0_c,0,99,99,99,1130.019,513.459,634
634,Snapshots qualité:20150221_114855_b9c8_00408ca694a0_c,0,128,128,128,1033.043,545.104,635
635,Snapshots qualité:20150221_174855_bb7c_00408ca694a0_c,0,111,111,111,756.408,806.427,636
636,Snapshots qualité:20150221_174855_bb7c_00408ca694a0_c,0,108,108,108,476.711,719.660,636
637,Snapshots qualité:20150223_174848_b50c_00408ca694a0_c,0,87,87,87,991.191,889.112,639
638,Snapshots qualité:20150223_234847_b50c_00408ca694a0_c,0,131,131,131,924.839,685.974,640
639,Snapshots qualité:20150223_234847_b50c_00408ca694a0_c,0,184,184,184,524.688,1016.711,640
640,Snapshots qualité:20150223_234847_b50c_00408ca694a0_c,0,99,99,99,1028.960,585.936,640
641,Snapshots qualité:20150224_054846_86c1_00408ca694a0_c,0,127,127,127,1071.834,610.435,641
642,Snapshots qualité:20150224_054846_86c1_00408ca694a0_c,0,180,180,180,893.195,820.718,641
643,Snapshots qualité:20150224_054846_86c1_00408ca694a0_c,0,200,200,200,581.853,1027.939,641
644,Snapshots qualité:20150224_174845_a831_00408ca694a0_c,0,171,171,171,982.004,746.200,643
645,Snapshots qualité:20150224_234844_b14c_00408ca694a0_c,0,157,157,157,1050.397,611.456,644
